CD_GEOCODD;NM_DISTRIT;CD_GEOCODM;NM_MUNICIP;NM_MICRO;NM_MESO;NM_UF;CD_NIVEL;CD_CATEGOR;NM_CATEGOR;NM_LOCALID;LONG;LAT;ALT;GMRotation
500325605;COSTA RICA;5003256;COSTA RICA;CASSIL?NDIA;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;COSTA RICA;-53,133047;-18,543548;659,85165;0,00000
500330605;COXIM;5003306;COXIM;ALTO TAQUARI;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;COXIM;-54,758056;-18,508411;205,12382;0,00000
500345405;DEOD?POLIS;5003454;DEOD?POLIS;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;DEOD?POLIS;-54,161183;-22,272949;404,96359;0,00000
500348805;DOIS IRM?OS DO BURITI;5003488;DOIS IRM?OS DO BURITI;AQUIDAUANA;PANTANAIS SUL MATO-GROSSENSE;MATO GROSSO DO SUL;1;05;CIDADE;DOIS IRM?OS DO BURITI;-55,281914;-20,692312;287,76472;0,00000
500350405;DOURADINA;5003504;DOURADINA;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;DOURADINA;-54,607931;-22,045530;327,06843;0,00000
500370205;DOURADOS;5003702;DOURADOS;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;DOURADOS;-54,811289;-22,227236;444,06431;0,00000
500375105;ELDORADO;5003751;ELDORADO;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;ELDORADO;-54,280028;-23,774054;329,59906;0,00000
500380105;F?TIMA DO SUL;5003801;F?TIMA DO SUL;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;F?TIMA DO SUL;-54,516376;-22,375423;331,69733;0,00000
500390005;FIGUEIR?O;5003900;FIGUEIR?O;ALTO TAQUARI;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;FIGUEIR?O;-53,642573;-18,675448;392,70043;0,00000
500400705;GLÀRIA DE DOURADOS;5004007;GLÀRIA DE DOURADOS;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;GLÀRIA DE DOURADOS;-54,234629;-22,414425;398,36978;0,00000
500410605;GUIA LOPES DA LAGUNA;5004106;GUIA LOPES DA LAGUNA;BODOQUENA;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;GUIA LOPES DA LAGUNA;-56,108153;-21,452459;262,41265;0,00000
500430405;IGUATEMI;5004304;IGUATEMI;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;IGUATEMI;-54,558601;-23,661902;352,39656;0,00000
500440305;INOC?NCIA;5004403;INOC?NCIA;PARANA?BA;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;INOC?NCIA;-51,927679;-19,725458;490,51973;0,00000
500450205;ITAPOR?;5004502;ITAPOR?;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;ITAPOR?;-54,795659;-22,082448;348,79063;0,00000
500460105;ITAQUIRA?;5004601;ITAQUIRA?;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;ITAQUIRA?;-54,188198;-23,490663;338,40794;0,00000
500470005;IVINHEMA;5004700;IVINHEMA;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;IVINHEMA;-53,826970;-22,301604;383,83143;0,00000
500480905;JAPOR?;5004809;JAPOR?;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;JAPOR?;-54,403485;-23,894067;362,20357;0,00000
500490805;JARAGUARI;5004908;JARAGUARI;CAMPO GRANDE;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;JARAGUARI;-54,440684;-20,103740;545,58736;0,00000
500500405;JARDIM;5005004;JARDIM;BODOQUENA;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;JARDIM;-56,145845;-21,479603;265,07564;0,00000
500510305;JATE?;5005103;JATE?;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;JATE?;-54,308054;-22,481687;393,31005;0,00000
500515205;JUTI;5005152;JUTI;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;JUTI;-54,601323;-22,862472;375,45204;0,00000
500520205;LAD?RIO;5005202;LAD?RIO;BAIXO PANTANAL;PANTANAIS SUL MATO-GROSSENSE;MATO GROSSO DO SUL;1;05;CIDADE;LAD?RIO;-57,602400;-19,001776;113,54685;0,00000
500525105;LAGUNA CARAP?;5005251;LAGUNA CARAP?;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;LAGUNA CARAP?;-55,150108;-22,550582;501,60770;0,00000
500540005;MARACAJU;5005400;MARACAJU;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;MARACAJU;-55,157140;-21,623610;378,09865;0,00000
500560805;MIRANDA;5005608;MIRANDA;AQUIDAUANA;PANTANAIS SUL MATO-GROSSENSE;MATO GROSSO DO SUL;1;05;CIDADE;MIRANDA;-56,390198;-20,239333;122,64703;0,00000
500568105;MUNDO NOVO;5005681;MUNDO NOVO;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;MUNDO NOVO;-54,281661;-23,935274;315,64673;0,00000
500570705;NAVIRA?;5005707;NAVIRA?;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;NAVIRA?;-54,198836;-23,059999;356,37841;0,00000
500580605;NIOAQUE;5005806;NIOAQUE;BODOQUENA;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;NIOAQUE;-55,833890;-21,158152;195,07210;0,00000
500600205;NOVA ALVORADA DO SUL;5006002;NOVA ALVORADA DO SUL;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;NOVA ALVORADA DO SUL;-54,382804;-21,466634;419,36447;0,00000
500620005;NOVA ANDRADINA;5006200;NOVA ANDRADINA;NOVA ANDRADINA;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;NOVA ANDRADINA;-53,351574;-22,248759;388,28874;0,00000
500625905;NOVO HORIZONTE DO SUL;5006259;NOVO HORIZONTE DO SUL;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;NOVO HORIZONTE DO SUL;-53,860887;-22,654953;347,98855;0,00000
500630905;PARANA?BA;5006309;PARANA?BA;PARANA?BA;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;PARANA?BA;-51,188708;-19,677372;382,84237;0,00000
500635805;PARANHOS;5006358;PARANHOS;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;PARANHOS;-55,433030;-23,896870;415,93522;0,00000
500640805;PEDRO GOMES;5006408;PEDRO GOMES;ALTO TAQUARI;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;PEDRO GOMES;-54,552446;-18,101856;276,23136;0,00000
500660605;PONTA POR?;5006606;PONTA POR?;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;PONTA POR?;-55,710850;-22,486187;628,77071;0,00000
500690305;PORTO MURTINHO;5006903;PORTO MURTINHO;BAIXO PANTANAL;PANTANAIS SUL MATO-GROSSENSE;MATO GROSSO DO SUL;1;05;CIDADE;PORTO MURTINHO;-57,888482;-21,707325;78,86482;0,00000
500710905;RIBAS DO RIO PARDO;5007109;RIBAS DO RIO PARDO;TR?S LAGOAS;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;RIBAS DO RIO PARDO;-53,761678;-20,443676;383,04297;0,00000
500720805;RIO BRILHANTE;5007208;RIO BRILHANTE;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;RIO BRILHANTE;-54,542242;-21,801195;318,30011;0,00000
500730705;RIO NEGRO;5007307;RIO NEGRO;CAMPO GRANDE;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;RIO NEGRO;-54,987502;-19,447429;253,66345;0,00000
500740605;RIO VERDE DE MATO GROSSO;5007406;RIO VERDE DE MATO GROSSO;ALTO TAQUARI;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;RIO VERDE DE MATO GROSSO;-54,842254;-18,916586;335,34211;0,00000
500750505;ROCHEDO;5007505;ROCHEDO;CAMPO GRANDE;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;ROCHEDO;-54,892772;-19,961860;254,50320;0,00000
500755405;SANTA RITA DO PARDO;5007554;SANTA RITA DO PARDO;TR?S LAGOAS;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;SANTA RITA DO PARDO;-52,828071;-21,305377;359,45245;0,00000
500769505;S?O GABRIEL DO OESTE;5007695;S?O GABRIEL DO OESTE;ALTO TAQUARI;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;S?O GABRIEL DO OESTE;-54,564569;-19,395521;617,23060;0,00000
500770305;SETE QUEDAS;5007703;SETE QUEDAS;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;SETE QUEDAS;-55,053315;-23,983513;408,37856;0,00000
500780205;SELV?RIA;5007802;SELV?RIA;PARANA?BA;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;SELV?RIA;-51,418937;-20,366743;355,43497;0,00000
500790105;SIDROL?NDIA;5007901;SIDROL?NDIA;CAMPO GRANDE;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;SIDROL?NDIA;-54,966030;-20,931054;489,03357;0,00000
500793505;SONORA;5007935;SONORA;ALTO TAQUARI;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;SONORA;-54,754906;-17,581355;442,78106;0,00000
500795005;TACURU;5007950;TACURU;IGUATEMI;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;TACURU;-55,020321;-23,634742;359,65216;0,00000
500797605;TAQUARUSSU;5007976;TAQUARUSSU;NOVA ANDRADINA;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;TAQUARUSSU;-53,351919;-22,489987;271,33813;0,00000
500800805;TERENOS;5008008;TERENOS;CAMPO GRANDE;CENTRO NORTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;TERENOS;-54,865557;-20,442308;428,48678;0,00000
500830505;TR?S LAGOAS;5008305;TR?S LAGOAS;TR?S LAGOAS;LESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;TR?S LAGOAS;-51,710001;-20,788679;329,58601;0,00000
500840405;VICENTINA;5008404;VICENTINA;DOURADOS;SUDOESTE DE MATO GROSSO DO SUL;MATO GROSSO DO SUL;1;05;CIDADE;VICENTINA;-54,442125;-22,401788;341,95457;0,00000
510010205;ACORIZAL;5100102;ACORIZAL;ROS?RIO OESTE;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ACORIZAL;-56,371553;-15,197890;201,78099;0,00000
510020105;?GUA BOA;5100201;?GUA BOA;CANARANA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;?GUA BOA;-52,158915;-14,049087;453,87580;0,00000
510025005;ALTA FLORESTA;5100250;ALTA FLORESTA;ALTA FLORESTA;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ALTA FLORESTA;-56,091610;-9,871723;273,53540;0,00000
510030005;ALTO ARAGUAIA;5100300;ALTO ARAGUAIA;ALTO ARAGUAIA;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ALTO ARAGUAIA;-53,220260;-17,315590;669,95297;0,00000
510035905;ALTO BOA VISTA;5100359;ALTO BOA VISTA;NORTE ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ALTO BOA VISTA;-51,379322;-11,676745;248,27368;0,00000
510040905;ALTO GAR√AS;5100409;ALTO GAR√AS;ALTO ARAGUAIA;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ALTO GAR√AS;-53,528454;-16,946722;776,91203;0,00000
510050805;ALTO PARAGUAI;5100508;ALTO PARAGUAI;ALTO PARAGUAI;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ALTO PARAGUAI;-56,494442;-14,514712;238,00000;0,00000
510060705;ALTO TAQUARI;5100607;ALTO TAQUARI;ALTO ARAGUAIA;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ALTO TAQUARI;-53,281993;-17,834744;874,21646;0,00000
510080505;APIAC?S;5100805;APIAC?S;ALTA FLORESTA;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;APIAC?S;-57,395402;-9,565495;221,88137;0,00000
510100105;ARAGUAIANA;5101001;ARAGUAIANA;M?DIO ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ARAGUAIANA;-51,833622;-15,731243;292,85450;0,00000
510120905;ARAGUAINHA;5101209;ARAGUAINHA;TESOURO;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ARAGUAINHA;-53,035620;-16,857546;453,41244;0,00000
510125805;ARAPUTANGA;5101258;ARAPUTANGA;JAURU;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ARAPUTANGA;-58,348367;-15,468144;213,47480;0,00000
510130805;AREN?POLIS;5101308;AREN?POLIS;ALTO PARAGUAI;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;AREN?POLIS;-56,844489;-14,455522;234,98742;0,00000
510140705;ARIPUAN?;5101407;ARIPUAN?;ARIPUAN?;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ARIPUAN?;-59,448616;-10,172524;237,31144;0,00000
510160505;BAR?O DE MELGA√O;5101605;BAR?O DE MELGA√O;ALTO PANTANAL;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;BAR?O DE MELGA√O;-55,967121;-16,195099;137,48014;0,00000
510170405;BARRA DO BUGRES;5101704;BARRA DO BUGRES;TANGAR? DA SERRA;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;BARRA DO BUGRES;-57,186409;-15,066258;180,53261;0,00000
510180305;BARRA DO GAR√AS;5101803;BARRA DO GAR√AS;M?DIO ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;BARRA DO GAR√AS;-52,260330;-15,888711;309,15629;0,00000
510185205;BOM JESUS DO ARAGUAIA;5101852;BOM JESUS DO ARAGUAIA;NORTE ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;BOM JESUS DO ARAGUAIA;-51,503639;-12,173598;269,96425;0,00000
510190205;BRASNORTE;5101902;BRASNORTE;ARIPUAN?;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;BRASNORTE;-58,002674;-12,124938;310,88311;0,00000
510250405;C?CERES;5102504;C?CERES;ALTO PANTANAL;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;C?CERES;-57,674762;-16,074096;120,54018;0,00000
510260305;CAMPIN?POLIS;5102603;CAMPIN?POLIS;CANARANA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CAMPIN?POLIS;-52,797495;-14,539617;530,96923;0,00000
510263705;CAMPO NOVO DO PARECIS;5102637;CAMPO NOVO DO PARECIS;PARECIS;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CAMPO NOVO DO PARECIS;-57,888546;-13,654733;565,76201;0,00000
510267805;CAMPO VERDE;5102678;CAMPO VERDE;PRIMAVERA DO LESTE;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CAMPO VERDE;-55,171655;-15,553704;746,45889;0,00000
510268605;CAMPOS DE J?LIO;5102686;CAMPOS DE J?LIO;PARECIS;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CAMPOS DE J?LIO;-59,263409;-13,719923;624,51160;0,00000
510269405;CANABRAVA DO NORTE;5102694;CANABRAVA DO NORTE;NORTE ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CANABRAVA DO NORTE;-51,837758;-11,046187;222,67123;0,00000
510270205;CANARANA;5102702;CANARANA;CANARANA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CANARANA;-52,273457;-13,559230;416,55160;0,00000
510279305;CARLINDA;5102793;CARLINDA;ALTA FLORESTA;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CARLINDA;-55,821615;-9,966666;288,93770;0,00000
510285005;CASTANHEIRA;5102850;CASTANHEIRA;ARIPUAN?;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CASTANHEIRA;-58,613409;-11,134108;320,95433;0,00000
510300705;CHAPADA DOS GUIMAR?ES;5103007;CHAPADA DOS GUIMAR?ES;CUIAB?;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CHAPADA DOS GUIMAR?ES;-55,745005;-15,460570;806,08559;0,00000
510305605;CL?UDIA;5103056;CL?UDIA;SINOP;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CL?UDIA;-54,874182;-11,505311;347,48775;0,00000
510310605;COCALINHO;5103106;COCALINHO;M?DIO ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;COCALINHO;-51,011244;-14,390366;251,29125;0,00000
510320505;COL?DER;5103205;COL?DER;COL?DER;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;COL?DER;-55,464231;-10,804090;324,99183;0,00000
510325405;COLNIZA;5103254;COLNIZA;ARIPUAN?;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;COLNIZA;-59,218949;-9,457904;134,00000;0,00000
510330405;COMODORO;5103304;COMODORO;PARECIS;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;COMODORO;-59,790431;-13,660560;624,02002;0,00000
510335305;CONFRESA;5103353;CONFRESA;NORTE ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CONFRESA;-51,571034;-10,640731;235,24898;0,00000
510336105;CONQUISTA D'OESTE;5103361;CONQUISTA D'OESTE;ALTO GUAPOR?;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CONQUISTA D'OESTE;-59,545074;-14,536273;272,58335;0,00000
510337905;COTRIGUA√U;5103379;COTRIGUA√U;ARIPUAN?;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;COTRIGUA√U;-58,606895;-9,886254;245,40649;0,00000
510340305;CUIAB?;5103403;CUIAB?;CUIAB?;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CUIAB?;-56,073252;-15,569989;242,92703;0,00000
510343705;CURVEL?NDIA;5103437;CURVEL?NDIA;ALTO PANTANAL;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;CURVEL?NDIA;-57,917115;-15,609306;179,07621;0,00000
510345205;DENISE;5103452;DENISE;TANGAR? DA SERRA;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;DENISE;-57,053777;-14,733816;214,72921;0,00000
510350205;DIAMANTINO;5103502;DIAMANTINO;PARECIS;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;DIAMANTINO;-56,433566;-14,401323;293,43399;0,00000
510360105;DOM AQUINO;5103601;DOM AQUINO;RONDONÀPOLIS;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;DOM AQUINO;-54,917481;-15,807455;333,43246;0,00000
510370005;FELIZ NATAL;5103700;FELIZ NATAL;SINOP;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;FELIZ NATAL;-54,933904;-12,383247;363,21182;0,00000
510380905;FIGUEIRÀPOLIS D'OESTE;5103809;FIGUEIRÀPOLIS D'OESTE;JAURU;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;FIGUEIRÀPOLIS D'OESTE;-58,737825;-15,446135;260,17528;0,00000
510385805;GA?CHA DO NORTE;5103858;GA?CHA DO NORTE;PARANATINGA;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;GA?CHA DO NORTE;-53,261519;-13,188043;395,30447;0,00000
510390805;GENERAL CARNEIRO;5103908;GENERAL CARNEIRO;TESOURO;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;GENERAL CARNEIRO;-52,759310;-15,707042;355,37531;0,00000
510395705;GLÀRIA D'OESTE;5103957;GLÀRIA D'OESTE;JAURU;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;GLÀRIA D'OESTE;-58,314486;-15,767962;188,89197;0,00000
510410405;GUARANT? DO NORTE;5104104;GUARANT? DO NORTE;COL?DER;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;GUARANT? DO NORTE;-54,916057;-9,954073;295,30470;0,00000
510420305;GUIRATINGA;5104203;GUIRATINGA;TESOURO;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;GUIRATINGA;-53,760964;-16,348389;489,95483;0,00000
510450005;INDIAVA?;5104500;INDIAVA?;JAURU;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;INDIAVA?;-58,573992;-15,497514;180,81829;0,00000
510452605;IPIRANGA DO NORTE;5104526;IPIRANGA DO NORTE;ALTO TELES PIRES;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;IPIRANGA DO NORTE;-56,159793;-12,236842;383,46838;0,00000
510454205;ITANHANG?;5104542;ITANHANG?;ALTO TELES PIRES;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ITANHANG?;-56,649344;-12,234769;351,29224;0,00000
510455905;ITA?BA;5104559;ITA?BA;SINOP;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ITA?BA;-55,246689;-11,007712;359,50733;0,00000
510460905;ITIQUIRA;5104609;ITIQUIRA;RONDONÀPOLIS;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;ITIQUIRA;-54,144301;-17,206825;519,70824;0,00000
510480705;JACIARA;5104807;JACIARA;RONDONÀPOLIS;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;JACIARA;-54,964188;-15,964838;347,46570;0,00000
510490605;JANGADA;5104906;JANGADA;ROS?RIO OESTE;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;JANGADA;-56,490195;-15,239687;195,67972;0,00000
510500205;JAURU;5105002;JAURU;JAURU;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;JAURU;-58,879838;-15,341896;373,93653;0,00000
510510105;JUARA;5105101;JUARA;ARINOS;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;JUARA;-57,513123;-11,250360;278,66088;0,00000
510515005;JU?NA;5105150;JU?NA;ARIPUAN?;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;JU?NA;-58,762217;-11,422018;358,61821;0,00000
510517605;JURUENA;5105176;JURUENA;ARIPUAN?;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;JURUENA;-58,496309;-10,329113;241,72509;0,00000
510520005;JUSCIMEIRA;5105200;JUSCIMEIRA;RONDONÀPOLIS;SUDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;JUSCIMEIRA;-54,888761;-16,044685;238,07126;0,00000
510523405;LAMBARI D'OESTE;5105234;LAMBARI D'OESTE;JAURU;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;LAMBARI D'OESTE;-58,005825;-15,315501;192,56261;0,00000
510525905;LUCAS DO RIO VERDE;5105259;LUCAS DO RIO VERDE;ALTO TELES PIRES;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;LUCAS DO RIO VERDE;-55,921771;-13,070465;396,63775;0,00000
510530905;LUCIARA;5105309;LUCIARA;NORTE ARAGUAIA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;LUCIARA;-50,663202;-11,228097;186,91959;0,00000
510550705;VILA BELA DA SANT?SSIMA TRINDADE;5105507;VILA BELA DA SANT?SSIMA TRINDADE;ALTO GUAPOR?;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;VILA BELA DA SANT?SSIMA TRINDADE;-59,952558;-15,009324;197,94341;0,00000
510558005;MARCEL?NDIA;5105580;MARCEL?NDIA;SINOP;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;MARCEL?NDIA;-54,519306;-11,080591;317,21297;0,00000
510560605;MATUP?;5105606;MATUP?;COL?DER;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;MATUP?;-54,931806;-10,172107;283,51884;0,00000
510562205;MIRASSOL D'OESTE;5105622;MIRASSOL D'OESTE;JAURU;SUDOESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;MIRASSOL D'OESTE;-58,097904;-15,674071;251,46012;0,00000
510590305;NOBRES;5105903;NOBRES;ALTO TELES PIRES;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;NOBRES;-56,334085;-14,724500;215,43760;0,00000
510600005;NORTEL?NDIA;5106000;NORTEL?NDIA;ALTO PARAGUAI;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;NORTEL?NDIA;-56,802069;-14,453725;223,81925;0,00000
510610905;NOSSA SENHORA DO LIVRAMENTO;5106109;NOSSA SENHORA DO LIVRAMENTO;CUIAB?;CENTRO-SUL MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;NOSSA SENHORA DO LIVRAMENTO;-56,345259;-15,789676;235,97508;0,00000
510615805;NOVA BANDEIRANTES;5106158;NOVA BANDEIRANTES;ALTA FLORESTA;NORTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;NOVA BANDEIRANTES;-57,818476;-9,842953;226,15082;0,00000
510617405;NOVA NAZAR?;5106174;NOVA NAZAR?;CANARANA;NORDESTE MATO-GROSSENSE;MATO GROSSO;1;05;CIDADE;NOVA NAZAR?;-51,797434;-13,987867;238,76454;0,00000
